"date","site","sif","doy","year"
"2013-08-15","US-KFS",0.631951212882996,227,2013
"2013-09-15","US-KFS",0.447961717844009,258,2013
"2013-10-15","US-KFS",0.268998563289642,288,2013
"2013-11-15","US-KFS",0.127738669514656,319,2013
"2013-12-15","US-KFS",0.0680268034338951,349,2013
"2014-01-15","US-KFS",0.0153955593705177,15,2014
"2014-02-15","US-KFS",0.0294719040393829,46,2014
"2014-03-15","US-KFS",0.0865437760949135,74,2014
"2014-04-15","US-KFS",0.194545298814774,105,2014
"2014-05-15","US-KFS",0.451604396104813,135,2014
"2014-06-15","US-KFS",0.869071781635284,166,2014
"2014-07-15","US-KFS",0.912702798843384,196,2014
"2014-08-15","US-KFS",0.431868702173233,227,2014
"2014-09-15","US-KFS",0.31725150346756,258,2014
"2014-10-15","US-KFS",0.23651859164238,288,2014
"2014-11-15","US-KFS",0.0933917313814163,319,2014
"2014-12-15","US-KFS",0.0155340451747179,349,2014
"2015-01-15","US-KFS",0.0715317949652672,15,2015
"2015-02-15","US-KFS",0.128333479166031,46,2015
"2015-03-15","US-KFS",0.0634304583072662,74,2015
"2015-04-15","US-KFS",0.229548290371895,105,2015
"2015-05-15","US-KFS",0.70813250541687,135,2015
"2015-06-15","US-KFS",0.617020130157471,166,2015
"2015-07-15","US-KFS",0.610448002815247,196,2015
"2015-08-15","US-KFS",0.625365853309631,227,2015
"2015-09-15","US-KFS",0.431004494428635,258,2015
"2015-10-15","US-KFS",0.258281409740448,288,2015
"2015-11-15","US-KFS",0.0966005325317383,319,2015
"2015-12-15","US-KFS",0.0911305844783783,349,2015
"2016-01-15","US-KFS",0.031476091593504,15,2016
"2016-02-15","US-KFS",0.1302380412817,46,2016
"2016-03-15","US-KFS",0.106215670704842,75,2016
"2016-04-15","US-KFS",0.119047127664089,106,2016
"2016-05-15","US-KFS",0.513437628746033,136,2016
"2016-06-15","US-KFS",0.552380084991455,167,2016
"2016-07-15","US-KFS",0.724078357219696,197,2016
"2016-08-15","US-KFS",0.600861787796021,228,2016
"2016-09-15","US-KFS",0.422205358743668,259,2016
"2016-10-15","US-KFS",0.228899270296097,289,2016
"2016-11-15","US-KFS",0.129687562584877,320,2016
"2016-12-15","US-KFS",0.0406279489398003,350,2016
"2017-01-15","US-KFS",-0.0647376030683517,15,2017
"2017-02-15","US-KFS",0.0354637689888477,46,2017
"2017-03-15","US-KFS",0.127798855304718,74,2017
"2017-04-15","US-KFS",0.290282040834427,105,2017
"2017-05-15","US-KFS",0.666456878185272,135,2017
"2017-06-15","US-KFS",0.68091869354248,166,2017
"2017-07-15","US-KFS",0.69686371088028,196,2017
"2017-08-15","US-KFS",0.641137897968292,227,2017
"2017-09-15","US-KFS",0.374545693397522,258,2017
"2017-10-15","US-KFS",0.175217255949974,288,2017
"2017-11-15","US-KFS",0.136819407343864,319,2017
"2017-12-15","US-KFS",0.121576264500618,349,2017
