"date","site","sif"
"2015-04-15","CA-Let",0.0754620134830475
"2015-05-15","CA-Let",0.141979545354843
"2015-06-15","CA-Let",0.762457311153412
"2015-07-15","CA-Let",0.594274401664734
"2015-08-15","CA-Let",0.317936062812805
"2015-09-15","CA-Let",0.207446023821831
"2015-10-15","CA-Let",0.10267448425293
"2015-11-15","CA-Let",-0.0667776241898537
"2016-01-15","CA-Let",0.0333989784121513
"2016-02-15","CA-Let",0.0410217680037022
"2016-03-15","CA-Let",0.0578980855643749
"2016-04-15","CA-Let",-0.00566210132092237
"2016-05-15","CA-Let",0.345417618751526
"2016-06-15","CA-Let",0.604039132595062
"2016-07-15","CA-Let",0.767677128314972
"2016-08-15","CA-Let",0.432219743728638
"2016-09-15","CA-Let",0.163742005825043
"2016-10-15","CA-Let",0.135687068104744
"2016-11-15","CA-Let",0.0839934647083282
"2017-01-15","CA-Let",0.156001582741737
"2017-02-15","CA-Let",0.0585960894823074
"2017-03-15","CA-Let",-0.0255211852490902
"2017-04-15","CA-Let",0.0811783224344254
"2017-05-15","CA-Let",0.248571008443832
"2017-06-15","CA-Let",0.792779147624969
"2017-07-15","CA-Let",0.654239654541016
"2017-08-15","CA-Let",0.282576531171799
"2017-09-15","CA-Let",0.122038140892982
"2017-10-15","CA-Let",0.122633315622807
"2017-11-15","CA-Let",0.0951783061027527
"2017-12-15","CA-Let",-0.0592440068721771
"2007-04-15","CA-MA2",0.0410232543945312
"2007-05-15","CA-MA2",0.135565012693405
"2007-06-15","CA-MA2",0.535686314105988
"2007-07-15","CA-MA2",0.57739394903183
"2007-08-15","CA-MA2",0.454196125268936
"2007-09-15","CA-MA2",0.165100768208504
"2007-10-15","CA-MA2",-0.078743651509285
"2007-11-15","CA-MA2",-0.0019958047196269
"2008-04-15","CA-MA2",-0.00361712067387998
"2008-05-15","CA-MA2",0.129154160618782
"2008-06-15","CA-MA2",0.512011170387268
"2008-07-15","CA-MA2",0.656127512454987
"2008-08-15","CA-MA2",0.458425164222717
"2008-09-15","CA-MA2",0.12357384711504
"2008-10-15","CA-MA2",0.109402097761631
"2008-11-15","CA-MA2",0.181706920266151
"2009-04-15","CA-MA2",-0.141759052872658
"2009-05-15","CA-MA2",0.0371558591723442
"2009-06-15","CA-MA2",0.499861001968384
"2009-07-15","CA-MA2",0.536224782466888
"2009-08-15","CA-MA2",0.568945348262787
"2009-09-15","CA-MA2",0.326598227024078
"2009-10-15","CA-MA2",0.125122576951981
"2009-11-15","CA-MA2",-0.00700361607596278
"2010-03-15","CA-MA2",-0.142505288124084
"2010-04-15","CA-MA2",0.014862491749227
"2010-05-15","CA-MA2",0.188863828778267
"2010-06-15","CA-MA2",0.400476962327957
"2010-07-15","CA-MA2",0.5234335064888
"2010-08-15","CA-MA2",0.439783900976181
"2010-09-15","CA-MA2",0.15615202486515
"2010-10-15","CA-MA2",0.0816039890050888
"2010-11-15","CA-MA2",0.0158919151872396
"2011-04-15","CA-MA2",0.0254208017140627
"2011-05-15","CA-MA2",0.140062898397446
"2011-06-15","CA-MA2",0.29846778512001
"2011-07-15","CA-MA2",0.459883242845535
"2011-08-15","CA-MA2",0.352829843759537
"2011-09-15","CA-MA2",0.1254772990942
"2011-10-15","CA-MA2",0.0452047511935234
"2011-11-15","CA-MA2",0.00111307203769684
"2012-02-15","CA-MA2",-0.0118207614868879
"2012-03-15","CA-MA2",0.0305797532200813
"2012-04-15","CA-MA2",-0.0562780499458313
"2012-05-15","CA-MA2",0.25488954782486
"2012-06-15","CA-MA2",0.583743035793304
"2012-07-15","CA-MA2",0.620193123817444
"2012-08-15","CA-MA2",0.377710074186325
"2012-09-15","CA-MA2",0.21254375576973
"2012-10-15","CA-MA2",0.0103464024141431
"2012-11-15","CA-MA2",0.0461611561477184
"2013-04-15","CA-MA2",-0.30561375617981
"2013-05-15","CA-MA2",0.0189086068421602
"2013-06-15","CA-MA2",0.461492329835892
"2013-07-15","CA-MA2",0.57841169834137
"2013-08-15","CA-MA2",0.397828757762909
"2013-09-15","CA-MA2",0.172146335244179
"2013-10-15","CA-MA2",-0.0172806885093451
"2013-11-15","CA-MA2",0.018657498061657
"2014-04-15","CA-MA2",-0.0428703986108303
"2014-05-15","CA-MA2",0.181272611021996
"2014-06-15","CA-MA2",0.348077982664108
"2014-07-15","CA-MA2",0.473031491041183
"2014-08-15","CA-MA2",0.487805545330048
"2014-09-15","CA-MA2",0.0848722159862518
"2014-10-15","CA-MA2",0.120369724929333
"2014-11-15","CA-MA2",-0.0728767961263657
"2015-03-15","CA-MA2",0.168284669518471
"2015-04-15","CA-MA2",-0.00850955117493868
"2015-05-15","CA-MA2",0.0240784082561731
"2015-06-15","CA-MA2",0.494358360767365
"2015-07-15","CA-MA2",0.46037483215332
"2015-08-15","CA-MA2",0.44575235247612
"2015-09-15","CA-MA2",0.177421972155571
"2015-10-15","CA-MA2",0.0295292288064957
"2015-11-15","CA-MA2",0.0847887992858887
"2016-03-15","CA-MA2",0.0023651123046875
"2016-04-15","CA-MA2",-0.0937075093388557
"2016-05-15","CA-MA2",0.000665049476083368
"2016-06-15","CA-MA2",0.5759317278862
"2016-07-15","CA-MA2",0.615561068058014
"2016-08-15","CA-MA2",0.434018135070801
"2016-09-15","CA-MA2",0.0529292747378349
"2016-10-15","CA-MA2",-0.00864340364933014
"2016-11-15","CA-MA2",0.0187067557126284
"2017-03-15","CA-MA2",0.276515901088715
"2017-04-15","CA-MA2",0.0111724967136979
"2017-05-15","CA-MA2",0.119277119636536
"2017-06-15","CA-MA2",0.495054602622986
"2017-07-15","CA-MA2",0.665023505687714
"2017-08-15","CA-MA2",0.392625868320465
"2017-09-15","CA-MA2",0.223075285553932
"2017-10-15","CA-MA2",0.0494761727750301
"2007-04-15","CA-MA3",0.0410232543945312
"2007-05-15","CA-MA3",0.135565012693405
"2007-06-15","CA-MA3",0.535686314105988
"2007-07-15","CA-MA3",0.57739394903183
"2007-08-15","CA-MA3",0.454196125268936
"2007-09-15","CA-MA3",0.165100768208504
"2007-10-15","CA-MA3",-0.078743651509285
"2007-11-15","CA-MA3",-0.0019958047196269
"2008-04-15","CA-MA3",-0.00361712067387998
"2008-05-15","CA-MA3",0.129154160618782
"2008-06-15","CA-MA3",0.512011170387268
"2008-07-15","CA-MA3",0.656127512454987
"2008-08-15","CA-MA3",0.458425164222717
"2008-09-15","CA-MA3",0.12357384711504
"2008-10-15","CA-MA3",0.109402097761631
"2008-11-15","CA-MA3",0.181706920266151
"2009-04-15","CA-MA3",-0.141759052872658
"2009-05-15","CA-MA3",0.0371558591723442
"2009-06-15","CA-MA3",0.499861001968384
"2009-07-15","CA-MA3",0.536224782466888
"2009-08-15","CA-MA3",0.568945348262787
"2009-09-15","CA-MA3",0.326598227024078
"2009-10-15","CA-MA3",0.125122576951981
"2009-11-15","CA-MA3",-0.00700361607596278
"2010-03-15","CA-MA3",-0.142505288124084
"2010-04-15","CA-MA3",0.014862491749227
"2010-05-15","CA-MA3",0.188863828778267
"2010-06-15","CA-MA3",0.400476962327957
"2010-07-15","CA-MA3",0.5234335064888
"2010-08-15","CA-MA3",0.439783900976181
"2010-09-15","CA-MA3",0.15615202486515
"2010-10-15","CA-MA3",0.0816039890050888
"2010-11-15","CA-MA3",0.0158919151872396
"2011-04-15","CA-MA3",0.0254208017140627
"2011-05-15","CA-MA3",0.140062898397446
"2011-06-15","CA-MA3",0.29846778512001
"2011-07-15","CA-MA3",0.459883242845535
"2011-08-15","CA-MA3",0.352829843759537
"2011-09-15","CA-MA3",0.1254772990942
"2011-10-15","CA-MA3",0.0452047511935234
"2011-11-15","CA-MA3",0.00111307203769684
"2012-02-15","CA-MA3",-0.0118207614868879
"2012-03-15","CA-MA3",0.0305797532200813
"2012-04-15","CA-MA3",-0.0562780499458313
"2012-05-15","CA-MA3",0.25488954782486
"2012-06-15","CA-MA3",0.583743035793304
"2012-07-15","CA-MA3",0.620193123817444
"2012-08-15","CA-MA3",0.377710074186325
"2012-09-15","CA-MA3",0.21254375576973
"2012-10-15","CA-MA3",0.0103464024141431
"2012-11-15","CA-MA3",0.0461611561477184
"2013-04-15","CA-MA3",-0.30561375617981
"2013-05-15","CA-MA3",0.0189086068421602
"2013-06-15","CA-MA3",0.461492329835892
"2013-07-15","CA-MA3",0.57841169834137
"2013-08-15","CA-MA3",0.397828757762909
"2013-09-15","CA-MA3",0.172146335244179
"2013-10-15","CA-MA3",-0.0172806885093451
"2013-11-15","CA-MA3",0.018657498061657
"2014-04-15","CA-MA3",-0.0428703986108303
"2014-05-15","CA-MA3",0.181272611021996
"2014-06-15","CA-MA3",0.348077982664108
"2014-07-15","CA-MA3",0.473031491041183
"2014-08-15","CA-MA3",0.487805545330048
"2014-09-15","CA-MA3",0.0848722159862518
"2014-10-15","CA-MA3",0.120369724929333
"2014-11-15","CA-MA3",-0.0728767961263657
"2015-03-15","CA-MA3",0.168284669518471
"2015-04-15","CA-MA3",-0.00850955117493868
"2015-05-15","CA-MA3",0.0240784082561731
"2015-06-15","CA-MA3",0.494358360767365
"2015-07-15","CA-MA3",0.46037483215332
"2015-08-15","CA-MA3",0.44575235247612
"2015-09-15","CA-MA3",0.177421972155571
"2015-10-15","CA-MA3",0.0295292288064957
"2015-11-15","CA-MA3",0.0847887992858887
"2016-03-15","CA-MA3",0.0023651123046875
"2016-04-15","CA-MA3",-0.0937075093388557
"2016-05-15","CA-MA3",0.000665049476083368
"2016-06-15","CA-MA3",0.5759317278862
"2016-07-15","CA-MA3",0.615561068058014
"2016-08-15","CA-MA3",0.434018135070801
"2016-09-15","CA-MA3",0.0529292747378349
"2016-10-15","CA-MA3",-0.00864340364933014
"2016-11-15","CA-MA3",0.0187067557126284
"2017-03-15","CA-MA3",0.276515901088715
"2017-04-15","CA-MA3",0.0111724967136979
"2017-05-15","CA-MA3",0.119277119636536
"2017-06-15","CA-MA3",0.495054602622986
"2017-07-15","CA-MA3",0.665023505687714
"2017-08-15","CA-MA3",0.392625868320465
"2017-09-15","CA-MA3",0.223075285553932
"2017-10-15","CA-MA3",0.0494761727750301
"2007-01-15","US-A32",0.131595388054848
"2007-02-15","US-A32",0.0828379765152931
"2007-03-15","US-A32",0.407627582550049
"2007-04-15","US-A32",0.57660323381424
"2007-05-15","US-A32",0.369350105524063
"2007-06-15","US-A32",0.565759479999542
"2007-07-15","US-A32",0.4570492208004
"2007-08-15","US-A32",0.365553826093674
"2007-09-15","US-A32",0.441849112510681
"2007-10-15","US-A32",0.17444472014904
"2007-11-15","US-A32",0.17360445857048
"2007-12-15","US-A32",0.0129868974909186
"2008-01-15","US-A32",0.086694173514843
"2008-02-15","US-A32",0.008351213298738
"2008-03-15","US-A32",0.188529402017593
"2008-04-15","US-A32",0.605631232261658
"2008-05-15","US-A32",0.791794061660767
"2008-06-15","US-A32",0.56217223405838
"2008-07-15","US-A32",0.561103343963623
"2008-08-15","US-A32",0.350962847471237
"2008-09-15","US-A32",0.189594656229019
"2008-10-15","US-A32",0.137658536434174
"2008-11-15","US-A32",0.144512251019478
"2008-12-15","US-A32",0.118062868714333
"2009-01-15","US-A32",0.127973422408104
"2009-02-15","US-A32",0.155853986740112
"2009-03-15","US-A32",0.100313574075699
"2009-04-15","US-A32",0.497129887342453
"2009-05-15","US-A32",0.397368580102921
"2009-06-15","US-A32",0.420530706644058
"2009-07-15","US-A32",0.494545191526413
"2009-08-15","US-A32",0.473960727453232
"2009-09-15","US-A32",0.291721820831299
"2009-10-15","US-A32",0.195493936538696
"2009-11-15","US-A32",0.187799483537674
"2009-12-15","US-A32",0.106550700962543
"2010-01-15","US-A32",0.125850796699524
"2010-02-15","US-A32",-0.013239192776382
"2010-03-15","US-A32",0.381139546632767
"2010-04-15","US-A32",0.56812846660614
"2010-05-15","US-A32",0.635143399238586
"2010-06-15","US-A32",0.584038555622101
"2010-07-15","US-A32",0.438188314437866
"2010-08-15","US-A32",0.463737934827805
"2010-09-15","US-A32",0.315049588680267
"2010-10-15","US-A32",0.215325817465782
"2010-11-15","US-A32",0.243877708911896
"2010-12-15","US-A32",0.170312911272049
"2011-01-15","US-A32",0.0852611139416695
"2011-02-15","US-A32",0.175204336643219
"2011-03-15","US-A32",0.467404246330261
"2011-04-15","US-A32",0.529173016548157
"2011-05-15","US-A32",0.450487613677979
"2011-06-15","US-A32",0.352622628211975
"2011-07-15","US-A32",0.272914230823517
"2011-08-15","US-A32",0.295249938964844
"2011-09-15","US-A32",0.194478526711464
"2011-10-15","US-A32",0.12950499355793
"2011-11-15","US-A32",0.166107922792435
"2011-12-15","US-A32",0.113245949149132
"2012-01-15","US-A32",0.154630765318871
"2012-02-15","US-A32",0.248452991247177
"2012-03-15","US-A32",0.546338856220245
"2012-04-15","US-A32",0.699776947498322
"2012-05-15","US-A32",0.510470747947693
"2012-06-15","US-A32",0.405509144067764
"2012-07-15","US-A32",0.224569573998451
"2012-08-15","US-A32",0.138780951499939
"2012-09-15","US-A32",0.112778805196285
"2012-10-15","US-A32",0.182914033532143
"2012-11-15","US-A32",0.0529823713004589
"2012-12-15","US-A32",0.0895600020885468
"2013-01-15","US-A32",0.0836931467056274
"2013-02-15","US-A32",-0.0169717948883772
"2013-03-15","US-A32",0.291121006011963
"2013-04-15","US-A32",0.382925629615784
"2013-05-15","US-A32",0.633511960506439
"2013-06-15","US-A32",0.459396779537201
"2013-07-15","US-A32",0.388718098402023
"2013-08-15","US-A32",0.456966668367386
"2013-09-15","US-A32",0.245708838105202
"2013-10-15","US-A32",0.0991468727588654
"2013-11-15","US-A32",0.223017156124115
"2013-12-15","US-A32",0.147386193275452
"2014-01-15","US-A32",0.10181337594986
"2014-02-15","US-A32",0.147887483239174
"2014-03-15","US-A32",0.213462501764297
"2014-04-15","US-A32",0.356493383646011
"2014-05-15","US-A32",0.185859575867653
"2014-06-15","US-A32",0.276242196559906
"2014-07-15","US-A32",0.614408254623413
"2014-08-15","US-A32",0.267702758312225
"2014-09-15","US-A32",0.306643426418304
"2014-10-15","US-A32",0.215574845671654
"2014-11-15","US-A32",0.16949874162674
"2014-12-15","US-A32",0.158562764525414
"2015-01-15","US-A32",0.152330800890923
"2015-02-15","US-A32",0.160978972911835
"2015-03-15","US-A32",0.281698018312454
"2015-04-15","US-A32",0.273697942495346
"2015-05-15","US-A32",0.294659495353699
"2015-06-15","US-A32",0.378059297800064
"2015-07-15","US-A32",0.338906347751617
"2015-08-15","US-A32",0.273334562778473
"2015-09-15","US-A32",0.216190814971924
"2015-10-15","US-A32",0.0400097742676735
"2015-11-15","US-A32",0.192839741706848
"2015-12-15","US-A32",0.0507408566772938
"2016-01-15","US-A32",0.102364636957645
"2016-02-15","US-A32",0.169136598706245
"2016-03-15","US-A32",0.386292040348053
"2016-04-15","US-A32",0.46218004822731
"2016-05-15","US-A32",0.576987683773041
"2016-06-15","US-A32",0.361165463924408
"2016-07-15","US-A32",0.342082262039185
"2016-08-15","US-A32",0.301073640584946
"2016-09-15","US-A32",0.248573914170265
"2016-10-15","US-A32",0.149485513567924
"2016-11-15","US-A32",0.162508249282837
"2016-12-15","US-A32",0.101668924093246
"2017-01-15","US-A32",0.0696002542972565
"2017-02-15","US-A32",0.058536633849144
"2017-03-15","US-A32",0.21338763833046
"2017-04-15","US-A32",0.458359628915787
"2017-05-15","US-A32",0.426558762788773
"2017-06-15","US-A32",0.284301549196243
"2017-07-15","US-A32",0.279394537210464
"2017-08-15","US-A32",0.257388830184937
"2017-09-15","US-A32",0.164689391851425
"2017-10-15","US-A32",0.0972024947404861
"2017-11-15","US-A32",0.0283925179392099
"2017-12-15","US-A32",0.0264450311660767
"2007-01-15","US-AR1",-0.000769359350670129
"2007-02-15","US-AR1",0.076415166258812
"2007-03-15","US-AR1",0.162055417895317
"2007-04-15","US-AR1",0.342851310968399
"2007-05-15","US-AR1",0.339394450187683
"2007-06-15","US-AR1",0.590454995632172
"2007-07-15","US-AR1",0.566360890865326
"2007-08-15","US-AR1",0.314217686653137
"2007-09-15","US-AR1",0.270296722650528
"2007-10-15","US-AR1",0.238485336303711
"2007-11-15","US-AR1",0.150870129466057
"2007-12-15","US-AR1",0.028116662055254
"2008-01-15","US-AR1",0.0864906087517738
"2008-02-15","US-AR1",0.0273423288017511
"2008-03-15","US-AR1",0.168518081307411
"2008-04-15","US-AR1",0.263861924409866
"2008-05-15","US-AR1",0.426527440547943
"2008-06-15","US-AR1",0.386426746845245
"2008-07-15","US-AR1",0.325976699590683
"2008-08-15","US-AR1",0.23888373374939
"2008-09-15","US-AR1",0.189684867858887
"2008-10-15","US-AR1",0.226215675473213
"2008-11-15","US-AR1",0.0623218454420567
"2008-12-15","US-AR1",0.130846753716469
"2009-01-15","US-AR1",-0.0162047352641821
"2009-02-15","US-AR1",0.0470051690936089
"2009-03-15","US-AR1",0.121966786682606
"2009-04-15","US-AR1",0.135227710008621
"2009-05-15","US-AR1",0.339682936668396
"2009-06-15","US-AR1",0.384680032730103
"2009-07-15","US-AR1",0.316837787628174
"2009-08-15","US-AR1",0.229015976190567
"2009-09-15","US-AR1",0.182619705796242
"2009-10-15","US-AR1",0.0380458869040012
"2009-11-15","US-AR1",0.120117053389549
"2009-12-15","US-AR1",-0.00489621795713902
"2010-01-15","US-AR1",0.0624269619584084
"2010-02-15","US-AR1",0.0681272819638252
"2010-03-15","US-AR1",0.14931383728981
"2010-04-15","US-AR1",0.132390081882477
"2010-05-15","US-AR1",0.468969166278839
"2010-06-15","US-AR1",0.376349240541458
"2010-07-15","US-AR1",0.522854089736938
"2010-08-15","US-AR1",0.337855786085129
"2010-09-15","US-AR1",0.247281074523926
"2010-10-15","US-AR1",0.101104490458965
"2010-11-15","US-AR1",0.047006644308567
"2010-12-15","US-AR1",0.0378732867538929
"2011-01-15","US-AR1",0.0914063230156898
"2011-02-15","US-AR1",0.00675092125311494
"2011-03-15","US-AR1",0.150159195065498
"2011-04-15","US-AR1",0.172204345464706
"2011-05-15","US-AR1",0.33977222442627
"2011-06-15","US-AR1",0.1308863312006
"2011-07-15","US-AR1",0.161137983202934
"2011-08-15","US-AR1",0.146588385105133
"2011-09-15","US-AR1",0.0838838145136833
"2011-10-15","US-AR1",0.0789855122566223
"2011-11-15","US-AR1",-0.00942123960703611
"2011-12-15","US-AR1",0.0156120043247938
"2012-01-15","US-AR1",0.0691594034433365
"2012-02-15","US-AR1",0.099986307322979
"2012-03-15","US-AR1",0.160143285989761
"2012-04-15","US-AR1",0.392729043960571
"2012-05-15","US-AR1",0.399779558181763
"2012-06-15","US-AR1",0.229561507701874
"2012-07-15","US-AR1",0.20129106938839
"2012-08-15","US-AR1",0.176762014627457
"2012-09-15","US-AR1",0.218812376260757
"2012-10-15","US-AR1",0.11367829144001
"2012-11-15","US-AR1",0.102869026362896
"2012-12-15","US-AR1",-0.028827702626586
"2013-01-15","US-AR1",0.0438210032880306
"2013-02-15","US-AR1",0.0716821849346161
"2013-03-15","US-AR1",0.115823842585087
"2013-04-15","US-AR1",0.275521516799927
"2013-05-15","US-AR1",0.264568597078323
"2013-06-15","US-AR1",0.261820107698441
"2013-07-15","US-AR1",0.337638109922409
"2013-08-15","US-AR1",0.299365848302841
"2013-09-15","US-AR1",0.273679047822952
"2013-10-15","US-AR1",0.121165558695793
"2013-11-15","US-AR1",0.153873264789581
"2013-12-15","US-AR1",0.0771151930093765
"2014-01-15","US-AR1",0.0422375537455082
"2014-02-15","US-AR1",0.010635687969625
"2014-03-15","US-AR1",0.121495246887207
"2014-04-15","US-AR1",0.1636823117733
"2014-05-15","US-AR1",0.260263055562973
"2014-06-15","US-AR1",0.394148200750351
"2014-07-15","US-AR1",0.473207354545593
"2014-08-15","US-AR1",0.462999731302261
"2014-09-15","US-AR1",0.194190040230751
"2014-10-15","US-AR1",0.117353454232216
"2014-11-15","US-AR1",0.10627581179142
"2014-12-15","US-AR1",0.0138093447312713
"2015-01-15","US-AR1",-0.00592403765767813
"2015-02-15","US-AR1",0.0512226223945618
"2015-03-15","US-AR1",0.127315476536751
"2015-04-15","US-AR1",0.299663215875626
"2015-05-15","US-AR1",0.296646893024445
"2015-06-15","US-AR1",0.364116072654724
"2015-07-15","US-AR1",0.426145702600479
"2015-08-15","US-AR1",0.474391490221024
"2015-09-15","US-AR1",0.310974627733231
"2015-10-15","US-AR1",0.165381416678429
"2015-11-15","US-AR1",0.0196024496108294
"2015-12-15","US-AR1",0.0109442416578531
"2016-01-15","US-AR1",0.0491002760827541
"2016-02-15","US-AR1",0.0999468266963959
"2016-03-15","US-AR1",0.0318305902183056
"2016-04-15","US-AR1",0.195341691374779
"2016-05-15","US-AR1",0.442488700151443
"2016-06-15","US-AR1",0.408596754074097
"2016-07-15","US-AR1",0.434255838394165
"2016-08-15","US-AR1",0.287544906139374
"2016-09-15","US-AR1",0.210432231426239
"2016-10-15","US-AR1",0.0802721455693245
"2016-11-15","US-AR1",0.151370704174042
"2016-12-15","US-AR1",0.015981487929821
"2017-01-15","US-AR1",0.015993595123291
"2017-02-15","US-AR1",-0.0701608583331108
"2017-03-15","US-AR1",0.0137340370565653
"2017-04-15","US-AR1",0.264479398727417
"2017-05-15","US-AR1",0.355507433414459
"2017-06-15","US-AR1",0.449528843164444
"2017-07-15","US-AR1",0.313989102840424
"2017-08-15","US-AR1",0.202069759368896
"2017-09-15","US-AR1",0.178333088755608
"2017-10-15","US-AR1",0.142775401473045
"2017-11-15","US-AR1",-4.74464286526199e-05
"2017-12-15","US-AR1",0.108287170529366
"2007-01-15","US-AR2",0.0538457781076431
"2007-02-15","US-AR2",0.041698295623064
"2007-03-15","US-AR2",0.136045977473259
"2007-04-15","US-AR2",0.22526441514492
"2007-05-15","US-AR2",0.468711704015732
"2007-06-15","US-AR2",0.364498466253281
"2007-07-15","US-AR2",0.454512447118759
"2007-08-15","US-AR2",0.324301958084106
"2007-09-15","US-AR2",0.206179037690163
"2007-10-15","US-AR2",0.107191309332848
"2007-11-15","US-AR2",-0.0101147852838039
"2007-12-15","US-AR2",-0.0931384637951851
"2008-01-15","US-AR2",0.090115062892437
"2008-02-15","US-AR2",-0.0143776973709464
"2008-03-15","US-AR2",0.0787332206964493
"2008-04-15","US-AR2",0.177458122372627
"2008-05-15","US-AR2",0.377828687429428
"2008-06-15","US-AR2",0.278317213058472
"2008-07-15","US-AR2",0.423190385103226
"2008-08-15","US-AR2",0.321162641048431
"2008-09-15","US-AR2",0.249667778611183
"2008-10-15","US-AR2",0.108392283320427
"2008-11-15","US-AR2",0.0474377386271954
"2008-12-15","US-AR2",0.0697783455252647
"2009-01-15","US-AR2",0.0180735196918249
"2009-02-15","US-AR2",0.0914011970162392
"2009-03-15","US-AR2",0.104141794145107
"2009-04-15","US-AR2",0.28648716211319
"2009-05-15","US-AR2",0.605644881725311
"2009-06-15","US-AR2",0.44771808385849
"2009-07-15","US-AR2",0.380764096975327
"2009-08-15","US-AR2",0.21742145717144
"2009-09-15","US-AR2",0.178830310702324
"2009-10-15","US-AR2",0.129584699869156
"2009-11-15","US-AR2",0.0145284412428737
"2009-12-15","US-AR2",-0.0245999228209257
"2010-01-15","US-AR2",0.00730309775099158
"2010-02-15","US-AR2",0.0835636854171753
"2010-03-15","US-AR2",0.1979710906744
"2010-04-15","US-AR2",0.275488317012787
"2010-05-15","US-AR2",0.307108402252197
"2010-06-15","US-AR2",0.306254178285599
"2010-07-15","US-AR2",0.270837366580963
"2010-08-15","US-AR2",0.296177327632904
"2010-09-15","US-AR2",0.242544606328011
"2010-10-15","US-AR2",0.16135336458683
"2010-11-15","US-AR2",0.0418952591717243
"2010-12-15","US-AR2",0.0919324904680252
"2011-01-15","US-AR2",0.0188543777912855
"2011-02-15","US-AR2",0.127384662628174
